Hs,Hmax,Tz,Tp,Peak Direction,SST
1.128,1.81,6.263,10.275,109.07,-99.9
1.092,1.68,6.307,7.542,103.07,-99.9
1.159,1.95,6.827,13.776,110.07,-99.9
1.09,1.73,6.528,13.747,110.07,-99.9
1.096,1.69,6.621,13.272,113.07,-99.9
1.121,2.18,6.657,13.009,112.07,-99.9
1.122,1.66,6.915,12.966,109.07,-99.9
1.137,1.79,7.082,12.87,112.07,-99.9
1.115,1.84,6.793,13.156,110.07,-99.9
1.074,1.65,6.606,12.852,116.07,-99.9
1.104,1.66,6.851,12.884,112.07,-99.9
1.289,2.13,7.642,12.896,110.07,-99.9
1.067,1.74,6.686,12.927,109.07,-99.9
1.111,1.58,7.213,12.657,110.07,-99.9
1.201,2.11,7.166,12.214,112.07,-99.9
1.078,1.76,6.787,12.319,113.07,-99.9
1.124,2.27,7.265,12.297,116.07,-99.9
1.096,1.63,7.02,12.316,113.07,-99.9
1.099,1.65,6.489,12.614,115.07,-99.9
1.104,1.79,6.755,12.08,112.07,-99.9
1.13,1.77,6.811,12.668,115.07,-99.9
1.002,1.69,6.062,11.929,113.07,-99.9
1.072,1.81,6.056,12.124,115.07,-99.9
1.172,1.78,6.179,11.435,112.07,-99.9
1.072,1.93,5.431,11.713,113.07,-99.9
1.088,2.15,5.404,11.938,113.07,-99.9
1.106,2.23,5.633,11.571,115.07,-99.9
1.043,1.89,5.606,11.452,115.07,-99.9
1.006,2.06,5.621,11.564,115.07,-99.9
0.971,1.69,5.561,10.99,113.07,-99.9
1.049,1.75,5.718,11.42,113.07,-99.9
1.04,1.88,5.813,11.46,116.07,-99.9
1.118,2.01,6.116,11.442,123.07,-99.9
1.079,1.69,6.352,11.476,115.07,-99.9
1.015,1.96,6.336,10.947,112.07,-99.9
0.939,1.45,6.178,11.359,115.07,-99.9
0.972,1.75,5.895,11.014,103.07,-99.9
0.934,1.63,6.125,11.325,110.07,-99.9
0.868,1.44,6.352,11.069,117.07,-99.9
0.808,1.71,6.076,11.345,105.07,-99.9
0.933,1.52,7,11.082,110.07,-99.9
0.811,1.45,6.404,10.867,115.07,-99.9
0.836,1.21,6.721,10.981,113.07,-99.9
0.783,1.29,6.803,10.916,109.07,-99.9
0.811,1.29,7.16,11.167,106.07,-99.9
0.774,1.15,6.695,10.803,106.07,-99.9
0.816,1.64,6.907,10.877,112.07,-99.9
0.757,1.27,6.974,9.933,106.07,-99.9
0.765,1.1,6.958,10.199,105.07,-99.9
0.714,1.15,7.154,10.684,105.07,-99.9
0.756,1.41,7.265,10.376,110.07,-99.9
0.672,1.09,6.922,10.345,108.07,-99.9
0.663,1.09,6.762,9.803,110.07,-99.9
0.655,1.28,6.839,9.838,106.07,-99.9
0.753,1.24,7.406,9.787,103.07,-99.9
0.668,0.94,7.036,9.627,110.07,-99.9
0.657,1.18,7.071,9.715,103.07,-99.9
0.726,1.09,7.857,10.624,105.07,-99.9
0.668,1.08,7.642,10.521,108.07,-99.9
0.651,1.19,7.61,9.264,108.07,-99.9
0.657,1.11,7.886,10.119,108.07,-99.9
0.679,1.06,7.898,10.257,120.07,-99.9
0.679,1.13,7.907,9.805,103.07,-99.9
0.649,1.16,8.434,10.242,109.07,-99.9
0.616,1.12,7.938,12.001,109.07,-99.9
0.638,0.99,8.693,11.734,102.07,-99.9
0.643,1.01,8.647,9.741,101.07,-99.9
0.711,1.13,8.73,11.487,98.07,-99.9
0.673,1.06,8.746,11.47,103.07,-99.9
0.68,1.04,8.355,11.402,105.07,-99.9
0.706,0.99,8.54,11.107,103.07,-99.9
0.733,1.05,8.299,11.083,108.07,-99.9
0.747,1.21,8.299,11.305,109.07,-99.9
0.733,1.11,8.793,11.024,103.07,-99.9
0.793,1.37,9.157,10.967,101.07,-99.9
0.702,1.07,8.458,10.864,106.07,-99.9
0.644,1.18,8.701,10.887,102.07,-99.9
0.686,1.1,9.004,10.347,105.07,-99.9
0.612,0.84,8.646,10.64,99.07,-99.9
0.703,1.33,8.948,10.749,112.07,-99.9
0.683,1.43,9.586,10.357,101.07,-99.9
0.709,1.24,8.787,10.192,106.07,-99.9
0.639,0.95,8.76,10.303,105.07,-99.9
0.585,0.8,9.179,8.977,106.07,-99.9
0.68,1.16,8.918,9.784,108.07,-99.9
0.648,1,9.042,10.77,103.07,-99.9
0.634,0.94,9.41,10.048,108.07,-99.9
0.571,0.84,9.157,9.787,99.07,-99.9
0.589,0.88,9.104,9.646,108.07,-99.9
0.571,1,8.779,10.302,94.07,-99.9
0.557,0.89,8.851,16.036,102.07,-99.9
0.596,0.8,8.503,10.108,110.07,-99.9
0.587,0.92,8.971,9.834,102.07,-99.9
0.516,0.82,7.924,9.762,103.07,-99.9
0.506,0.7,8.081,8.892,113.07,-99.9
0.505,0.75,8.292,8.957,109.07,-99.9
0.536,0.82,7.576,14.854,116.07,-99.9
0.502,1.03,6.75,9.636,115.07,-99.9
0.52,0.75,7.244,9.449,115.07,-99.9
0.519,0.83,7.499,13.971,96.07,-99.9
0.478,0.88,7.019,9.722,115.07,-99.9
0.506,0.92,7.663,9.402,89.07,-99.9
0.495,0.91,6.989,15.922,115.07,-99.9
0.458,0.8,6.904,9.309,109.07,-99.9
0.456,0.77,6.14,15.814,108.07,-99.9
0.492,0.74,6.854,15.067,117.07,-99.9
0.463,0.72,6.66,15.093,115.07,-99.9
0.406,0.7,6.261,15.555,112.07,-99.9
0.435,0.73,6.487,8.929,116.07,-99.9
0.427,0.72,7.223,8.777,103.07,-99.9
0.435,0.71,7.238,9.012,105.07,-99.9
0.448,0.66,7.77,9.675,99.07,-99.9
0.42,0.69,7.58,14.137,109.07,-99.9
0.405,0.56,7.773,14.898,115.07,-99.9
0.398,0.68,7.171,13.854,108.07,-99.9
0.382,0.71,7.421,15.564,115.07,-99.9
0.381,0.64,7.378,14.022,103.07,-99.9
0.37,0.61,7.659,14.049,106.07,-99.9
0.425,0.7,7.231,13.762,106.07,-99.9
0.422,0.71,7.784,8.926,108.07,-99.9
0.381,0.74,7.984,14.868,106.07,-99.9
0.399,0.69,8.209,14.405,106.07,-99.9
0.408,0.66,8.285,14.005,116.07,-99.9
0.411,0.66,8.39,14.735,112.07,-99.9
0.426,0.78,8.568,14.924,106.07,-99.9
0.397,0.65,8.111,9.279,113.07,-99.9
0.428,0.69,8.069,7.909,110.07,-99.9
0.402,0.64,8.253,7.871,112.07,-99.9
0.397,0.72,7.67,8.084,112.07,-99.9
0.436,0.74,7.763,7.583,124.07,-99.9
0.403,0.54,7.586,8.061,115.07,-99.9
0.447,0.66,7.455,8.851,123.07,-99.9
0.492,0.85,7.644,8.17,116.07,-99.9
0.447,0.75,7.657,8.325,124.07,-99.9
0.48,0.84,7.887,12.233,124.07,-99.9
0.419,0.64,7.41,7.049,113.07,-99.9
0.429,0.66,7.788,15.74,103.07,-99.9
0.42,0.79,7.817,12.976,108.07,-99.9
0.439,0.74,8.094,15.25,109.07,-99.9
0.443,0.7,8.316,12.872,109.07,-99.9
0.426,0.74,7.996,14.127,117.07,-99.9
0.445,0.8,8.442,12.037,109.07,-99.9
0.42,0.75,7.963,11.63,116.07,-99.9
0.403,0.77,8.293,13.832,119.07,-99.9
0.43,0.76,8.453,10.218,102.07,-99.9
0.439,0.64,7.746,10.894,105.07,-99.9
0.459,0.7,7.785,8.018,105.07,-99.9
0.481,0.68,7.747,12.203,108.07,-99.9
0.49,0.71,7.722,16.024,109.07,-99.9
0.532,0.98,7.634,10.589,115.07,-99.9
0.548,1.03,7.411,8.171,110.07,-99.9
0.533,0.95,7.41,11.639,116.07,-99.9
0.604,1.1,7.287,11.56,112.07,-99.9
0.577,0.98,7.123,8.362,108.07,-99.9
0.585,0.92,7.159,8.467,130.07,-99.9
0.667,1.09,7.355,8.16,130.07,-99.9
0.665,1.2,7.357,8.186,131.07,-99.9
0.681,1.11,6.875,8.441,133.07,-99.9
0.686,1.47,6.772,7.592,130.07,-99.9
0.67,1.19,6.567,7.896,133.07,-99.9
0.669,1.03,6.783,7.571,131.07,-99.9
0.664,1.12,6.78,8.194,136.07,-99.9
0.656,1.23,6.751,8.103,105.07,-99.9
0.586,0.99,6.573,8.209,130.07,-99.9
0.645,1.17,6.871,10.743,130.07,-99.9
0.61,0.95,6.807,8.532,110.07,-99.9
0.558,1.07,6.604,10.234,105.07,-99.9
0.572,0.83,6.728,10.351,106.07,-99.9
0.546,1.05,6.505,10.225,108.07,-99.9
0.545,0.89,6.524,9.814,109.07,-99.9
0.553,0.93,7.002,10.732,109.07,-99.9
0.491,0.76,6.483,11.389,103.07,-99.9
0.556,0.9,6.546,10.265,124.07,-99.9
0.52,0.82,6.81,10.176,103.07,-99.9
0.513,0.88,6.774,9.607,108.07,-99.9
0.526,0.83,6.686,10.2,113.07,-99.9
0.497,0.85,6.603,9.264,113.07,-99.9
0.491,0.74,6.304,10.136,108.07,-99.9
0.525,0.81,6.554,10.231,108.07,-99.9
0.514,0.92,6.133,8.905,110.07,-99.9
0.541,0.82,6.279,8.952,108.07,-99.9
0.506,0.81,6.302,8.957,116.07,-99.9
0.524,0.76,6.9,10.571,113.07,-99.9
0.54,0.8,6.443,7.586,105.07,-99.9
0.518,1.06,6.341,9.785,103.07,-99.9
0.536,0.81,6.329,10.208,110.07,-99.9
0.541,0.86,6.15,10.211,101.07,-99.9
0.532,0.88,6.446,9.628,103.07,-99.9
0.531,1.12,6.814,9.79,115.07,-99.9
0.499,0.83,6.573,8.374,106.07,-99.9
0.526,0.83,6.702,9.4,99.07,-99.9
0.477,0.72,6.354,9.416,130.07,-99.9
0.513,0.91,6.778,9.247,105.07,-99.9
0.468,0.7,6.586,9.676,108.07,-99.9
0.48,0.89,6.878,9.584,103.07,-99.9
0.483,0.73,6.543,9.898,108.07,-99.9
0.478,0.73,6.485,9.46,108.07,-99.9
0.477,0.77,5.792,10.163,105.07,-99.9
0.449,0.86,6.024,10.769,110.07,-99.9
0.49,0.78,6.074,10.308,103.07,-99.9
0.462,0.79,5.898,9.891,98.07,-99.9
0.482,0.71,5.928,9.745,102.07,-99.9
0.467,0.82,5.758,9.655,105.07,-99.9
0.502,0.84,5.761,7.41,106.07,-99.9
0.518,0.92,5.945,14.834,122.07,-99.9
0.489,0.87,5.315,7.9,102.07,-99.9
0.491,0.79,5.459,7.231,106.07,-99.9
0.501,0.85,5.501,9.277,105.07,-99.9
0.515,0.85,5.579,11.541,102.07,-99.9
0.52,0.84,4.596,6.305,112.07,-99.9
0.516,0.9,4.73,8.108,109.07,-99.9
0.509,0.77,4.785,9.195,108.07,-99.9
0.521,0.86,4.848,12.149,105.07,-99.9
0.553,0.85,5.104,11.418,130.07,-99.9
0.547,0.96,5.239,7.224,105.07,-99.9
0.578,1.03,5.139,8.912,109.07,-99.9
0.557,1.04,4.722,10.359,112.07,-99.9
0.57,0.92,4.805,10.423,129.07,-99.9
0.7,1.39,5.043,9.667,119.07,-99.9
0.669,1.23,5.017,9.849,119.07,-99.9
0.697,1.03,5.048,9.503,116.07,-99.9
0.672,1.15,5.435,9.307,124.07,-99.9
0.641,1.16,5.178,9.291,123.07,-99.9
0.623,1.11,5.647,8.589,126.07,-99.9
0.606,1.04,5.641,8.869,110.07,-99.9
0.604,0.96,5.809,8.892,130.07,-99.9
0.576,0.96,5.508,8.842,119.07,-99.9
0.582,1.05,5.551,7.91,110.07,-99.9
0.559,0.86,5.757,8.817,127.07,-99.9
0.616,1.13,5.944,7.885,129.07,-99.9
0.617,0.91,5.853,8.893,112.07,-99.9
0.593,0.92,5.75,11.434,124.07,-99.9
0.607,0.91,5.553,9.388,105.07,-99.9
0.578,0.89,5.674,5.649,109.07,-99.9
0.559,0.84,5.692,8.525,122.07,-99.9
0.578,1.05,5.786,9.797,115.07,-99.9
0.593,0.95,5.794,7.793,109.07,-99.9
0.588,1,5.874,9.883,109.07,-99.9
0.579,0.97,5.988,7.923,101.07,-99.9
0.567,1.03,6.134,10.339,105.07,-99.9
0.587,0.91,6.146,8.182,110.07,-99.9
0.556,0.87,6.161,8.425,109.07,-99.9
0.572,0.99,6.054,10.247,124.07,-99.9
0.544,0.98,6.082,8.493,109.07,-99.9
0.55,0.94,6.067,8.17,116.07,-99.9
0.528,0.9,6.093,8.179,120.07,-99.9
0.543,1.02,6.163,8.241,123.07,-99.9
0.555,0.98,6.105,8.169,108.07,-99.9
0.604,1,6.689,8.29,106.07,-99.9
0.582,0.9,6.375,8.139,122.07,-99.9
0.562,0.83,6.162,7.616,123.07,-99.9
0.562,0.81,5.976,8.941,122.07,-99.9
0.603,1.08,5.321,7.839,120.07,-99.9
0.631,1.11,5.153,7.899,124.07,-99.9
0.694,1.14,4.462,8.149,106.07,-99.9
0.8,1.42,4.672,10.796,124.07,-99.9
0.775,1.3,4.215,7.897,124.07,-99.9
0.779,1.49,4.432,9.895,119.07,-99.9
0.764,1.28,4.664,8.525,109.07,-99.9
0.812,1.43,4.904,8.988,112.07,-99.9
0.76,1.6,4.896,10.173,112.07,-99.9
0.808,1.31,4.886,8.496,109.07,-99.9
0.864,1.37,4.81,9.147,106.07,-99.9
0.92,1.42,5.026,8.512,119.07,-99.9
0.899,1.89,4.855,9.725,122.07,-99.9
0.925,1.44,4.744,9.772,116.07,-99.9
0.903,1.89,4.622,10.306,116.07,-99.9
0.975,1.53,4.918,8.623,116.07,-99.9
0.926,1.61,4.734,10.29,117.07,-99.9
0.915,1.54,4.796,8.903,109.07,-99.9
0.912,1.97,5.026,7.599,116.07,-99.9
0.868,1.31,4.9,7.892,108.07,-99.9
0.907,1.35,5.068,7.574,110.07,-99.9
0.89,1.37,4.94,8.499,113.07,-99.9
0.841,1.51,4.946,9.71,119.07,-99.9
0.855,1.49,5.08,10.27,106.07,-99.9
0.907,1.52,5.428,7.554,106.07,-99.9
0.883,1.4,5.361,8.134,116.07,-99.9
0.906,1.47,5.492,9.245,108.07,-99.9
0.907,1.89,5.496,9.783,113.07,-99.9
0.883,1.49,5.207,9.622,115.07,-99.9
0.987,1.64,5.472,10.77,110.07,-99.9
0.982,1.85,5.522,10.746,110.07,-99.9
0.897,1.38,5.414,10.972,109.07,-99.9
1.013,1.56,5.825,10.097,115.07,-99.9
0.883,1.52,5.531,10.592,106.07,-99.9
0.919,1.42,5.888,9.321,108.07,-99.9
0.84,1.41,5.814,10.301,112.07,-99.9
0.872,1.57,6.088,11.335,119.07,-99.9
0.859,1.21,5.995,10.351,115.07,-99.9
0.859,2.04,5.797,10.322,117.07,-99.9
0.906,1.44,5.628,9.476,113.07,-99.9
0.869,1.4,5.557,13.693,105.07,-99.9
0.944,1.58,5.621,13.643,102.07,-99.9
0.915,1.57,5.756,10.809,109.07,-99.9
0.976,1.49,6.06,13,112.07,-99.9
0.972,1.63,5.964,12.86,109.07,-99.9
0.991,1.8,6.508,10.289,112.07,-99.9
1.027,1.87,5.947,12.888,110.07,-99.9
1.049,2.43,6.022,12.3,109.07,-99.9
1.088,1.96,5.786,12.682,110.07,-99.9
1.098,2.06,5.972,12.985,112.07,-99.9
1.081,1.86,5.713,12.255,106.07,-99.9
1.127,2.33,5.816,12.951,113.07,-99.9
1.067,1.54,5.524,12.727,109.07,-99.9
1.097,1.99,5.523,12.718,112.07,-99.9
1.099,1.62,5.81,12.768,110.07,-99.9
1.11,1.77,5.456,12.698,113.07,-99.9
1.081,1.93,4.763,12.177,105.07,-99.9
1.23,2.01,4.943,12.725,106.07,-99.9
1.171,2.01,4.817,11.985,106.07,-99.9
1.05,1.5,5.219,11.275,105.07,-99.9
1.137,1.88,6.307,12.878,108.07,-99.9
1.156,1.97,6.197,11.487,105.07,-99.9
1.155,2.27,6.291,12.009,103.07,-99.9
1.302,2.22,7.091,12.646,108.07,-99.9
1.231,2.05,7.196,12.435,105.07,-99.9
1.32,1.96,7.144,12.927,102.07,-99.9
1.184,2.17,6.478,12.207,102.07,-99.9
1.233,2.2,6.265,12.383,106.07,-99.9
1.16,1.99,5.871,12.079,105.07,-99.9
1.278,2.36,6.081,12.286,106.07,-99.9
1.192,2.03,6.088,11.348,102.07,-99.9
1.269,1.91,6.222,12.906,105.07,-99.9
1.344,2.67,6.057,12.805,112.07,-99.9
1.227,2.5,5.969,12.332,109.07,-99.9
1.233,1.95,5.779,11.594,106.07,-99.9
1.243,2.09,5.738,12.917,103.07,-99.9
1.385,2.2,6.207,12.782,109.07,-99.9
1.371,2.34,6.097,11.022,108.07,-99.9
1.391,2.28,6.127,12.857,112.07,-99.9
1.331,2.43,6.221,12.73,109.07,-99.9
1.355,2.3,6.189,12.221,109.07,-99.9
1.443,2.3,5.929,11.639,112.07,-99.9
1.334,2.07,5.981,12.13,110.07,-99.9
1.356,2.05,5.995,11.454,108.07,-99.9
1.346,2.41,5.858,12.038,109.07,-99.9
1.314,2.49,5.95,11.556,108.07,-99.9
1.34,1.91,5.696,11.516,108.07,-99.9
1.262,2.57,5.652,11.356,105.07,-99.9
1.179,2.29,5.103,10.883,105.07,-99.9
1.302,2.23,5.388,11.295,108.07,-99.9
1.246,2,5.352,10.381,105.07,-99.9
1.232,2.58,5.174,11.946,109.07,-99.9
1.315,2.17,5.187,10.162,105.07,-99.9
1.297,2.23,5.32,10.991,110.07,-99.9
1.284,2.31,5.379,10.372,105.07,-99.9
1.254,2.07,5.383,12.161,108.07,-99.9
1.256,2.04,5.172,11.351,105.07,-99.9
1.188,1.98,5.234,10.294,106.07,-99.9
1.182,2.13,5.349,9.503,105.07,-99.9
1.163,1.96,5.702,12.071,103.07,-99.9
1.174,1.75,6.02,11.561,112.07,-99.9
1.174,2.37,5.443,12.068,105.07,-99.9
1.239,2.28,5.666,9.856,109.07,-99.9
1.213,1.9,5.645,11.528,108.07,-99.9
1.237,2,5.787,9.819,109.07,-99.9
1.16,1.89,5.481,10.228,110.07,-99.9
1.278,2.21,5.492,11.467,108.07,-99.9
1.199,1.98,5.554,10.376,109.07,-99.9
1.147,2.05,5.352,11.672,108.07,-99.9
1.202,1.8,5.333,11.425,112.07,-99.9
1.235,1.78,5.508,10.967,110.07,-99.9
1.237,1.99,5.419,10.942,110.07,-99.9
1.192,1.83,5.225,9.733,113.07,-99.9
1.166,1.96,5.492,10.908,113.07,-99.9
1.223,1.98,5.608,11.202,105.07,-99.9
1.188,2.24,5.347,11.523,106.07,-99.9
1.175,2,5.559,10.88,110.07,-99.9
1.217,1.82,5.643,11.33,101.07,-99.9
1.132,1.97,5.452,11.281,110.07,-99.9
1.179,2.04,5.266,10.746,109.07,-99.9
1.154,1.83,5.605,11.399,108.07,-99.9
1.195,1.87,5.863,10.35,109.07,-99.9
1.13,1.68,5.697,11.057,106.07,-99.9
1.142,2.05,5.709,10.903,106.07,-99.9
1.201,1.83,5.744,11.233,110.07,-99.9
1.083,1.85,5.294,10.667,110.07,-99.9
1.195,1.95,5.454,9.787,109.07,-99.9
1.114,1.64,5.293,6.149,109.07,-99.9
1.098,1.94,5.413,9.823,115.07,-99.9
1.107,1.96,5.323,10.394,112.07,-99.9
1.074,1.75,5.809,10.577,108.07,-99.9
1.092,1.94,5.884,9.679,108.07,-99.9
1.053,1.85,5.734,10.381,112.07,-99.9
1.101,1.89,6.012,9.782,110.07,-99.9
1.008,1.72,5.569,9.414,112.07,-99.9
1.033,1.67,5.819,10.313,110.07,-99.9
1.03,1.62,5.816,9.721,105.07,-99.9
1,1.8,5.52,9.923,103.07,-99.9
1.01,1.64,5.802,10.586,108.07,-99.9
0.979,1.6,5.358,10.387,112.07,-99.9
0.917,1.35,5.029,10.378,112.07,-99.9
0.891,1.52,5.031,10.647,105.07,-99.9
0.926,1.55,5.201,10.241,98.07,-99.9
0.936,1.51,5.326,10.172,106.07,-99.9
0.929,1.53,5.212,10.18,102.07,-99.9
0.953,1.43,5.083,9.309,101.07,-99.9
0.914,1.48,5.166,9.922,109.07,-99.9
0.949,1.89,5.096,10.309,108.07,-99.9
0.931,1.71,5.179,9.295,108.07,-99.9
0.962,1.44,5.318,9.871,113.07,-99.9
0.928,1.55,5.184,10.129,115.07,-99.9
0.915,1.44,5.048,9.759,105.07,-99.9
0.966,1.71,4.765,10.069,106.07,-99.9
0.968,1.87,4.527,10.263,110.07,-99.9
0.984,1.57,4.535,9.808,115.07,-99.9
1.041,1.76,4.436,10.605,108.07,-99.9
1.027,1.86,4.339,9.185,106.07,-99.9
1.029,1.56,4.465,5.068,99.07,-99.9
1.067,2.12,4.422,10.251,115.07,-99.9
1.038,1.56,4.336,9.412,112.07,-99.9
1.02,1.69,4.43,9.657,105.07,-99.9
0.951,1.72,4.394,9.822,115.07,-99.9
0.904,1.48,4.432,9.824,119.07,-99.9
0.869,1.53,4.781,9.763,109.07,-99.9
0.837,1.67,4.679,9.788,109.07,-99.9
0.884,1.49,4.841,10.206,105.07,-99.9
0.833,1.35,4.756,9.622,110.07,-99.9
0.816,1.29,4.753,9.717,105.07,-99.9
0.81,1.22,5.204,9.018,106.07,-99.9
0.774,1.24,5.265,9.717,106.07,-99.9
0.802,1.54,5.753,9.689,113.07,-99.9
0.841,1.49,5.244,10.076,108.07,-99.9
0.809,1.31,5.443,10.227,101.07,-99.9
0.875,1.35,5.576,10.297,112.07,-99.9
0.843,1.53,5.437,9.942,116.07,-99.9
0.841,1.29,5.571,10.149,103.07,-99.9
0.846,1.33,6.01,10.027,105.07,-99.9
0.932,1.9,5.716,9.942,116.07,-99.9
0.937,1.49,5.852,10.202,108.07,-99.9
0.891,1.35,5.725,9.777,109.07,-99.9
0.903,1.46,6.11,9.681,113.07,-99.9
0.945,1.73,6.258,12.746,113.07,-99.9
0.896,1.41,5.831,12.049,109.07,-99.9
0.936,1.33,6.534,11.486,113.07,-99.9
1.015,1.73,6.544,13.15,115.07,-99.9
0.993,1.47,6.479,13.924,110.07,-99.9
1.015,1.7,6.319,14.171,108.07,-99.9
1.003,1.61,6.493,12.091,106.07,-99.9
0.986,1.69,6.202,12.177,115.07,-99.9
1.031,1.82,6.349,13.88,105.07,-99.9
1.031,1.62,6.284,12.184,105.07,-99.9
0.994,1.68,6.108,12.891,106.07,-99.9
1.073,1.98,6.116,10.357,109.07,-99.9
1.036,1.63,6.079,9.808,108.07,-99.9
0.999,1.76,5.819,11.38,103.07,-99.9
1.003,1.91,5.683,12.905,103.07,-99.9
1.083,1.91,6.021,14.191,105.07,-99.9
1.016,1.72,5.672,9.271,103.07,-99.9
1.028,1.74,5.857,13.833,110.07,-99.9
1.03,1.54,5.871,11.491,105.07,-99.9
1.057,1.89,5.607,12.861,112.07,-99.9
1.056,1.67,5.544,10.282,109.07,-99.9
1.015,1.8,5.386,10.745,109.07,-99.9
1.097,2.07,5.505,12.096,112.07,-99.9
1.056,1.74,5.54,12.057,103.07,-99.9
1.087,2.13,5.583,12.773,108.07,-99.9
1.106,1.78,5.535,12.972,112.07,-99.9
1.068,1.83,5.503,13.095,99.07,-99.9
1.121,1.9,5.869,12.901,106.07,-99.9
1.176,1.93,6.215,13.775,109.07,-99.9
1.162,2.08,6.052,12.906,110.07,-99.9
1.113,1.89,5.915,12.25,108.07,-99.9
1.204,2.1,6.75,13.13,103.07,-99.9
1.169,1.95,6.817,13.124,106.07,-99.9
1.191,1.9,7.126,13.001,108.07,-99.9
1.189,2.05,7.142,13.027,98.07,-99.9
1.186,2.16,7.34,12.311,106.07,-99.9
1.187,1.8,7.114,13.324,101.07,-99.9
1.206,1.72,7.229,12.65,101.07,-99.9
1.164,1.79,7.307,10.211,99.07,-99.9
1.226,1.9,7.415,12.995,102.24,-99.9
1.252,2.24,7.364,12.98,103.24,-99.9
1.156,2.16,6.908,13.602,112.24,-99.9
1.232,2.6,7.107,12.103,108.24,-99.9
1.295,2.62,7.798,12.227,109.24,-99.9
1.245,2.08,7.276,12.94,103.24,-99.9
1.27,2.19,7.479,12.271,105.24,-99.9
1.243,2.12,7.638,12.887,101.24,-99.9
1.203,1.87,6.999,10.861,102.24,-99.9
1.225,1.93,7.644,12.298,105.24,-99.9
1.273,2.16,7.655,12.911,108.24,-99.9
1.228,2.21,7.479,13.529,105.24,-99.9
1.299,2.08,7.928,11.576,101.24,-99.9
1.321,2,8.045,12.11,109.24,-99.9
1.3,2.36,7.925,11.31,106.24,-99.9
1.311,1.92,8.559,12.67,101.24,-99.9
1.237,2.1,8.447,11.706,101.24,-99.9
1.309,2.51,8.074,12.16,103.24,-99.9
1.316,2.05,8.431,11.725,101.24,-99.9
1.347,2.23,8.581,12.082,103.24,-99.9
1.288,2.11,8.185,11.328,103.24,-99.9
1.305,2.21,8.179,11.599,105.24,-99.9
1.362,2.2,8.116,11.027,108.24,-99.9
1.241,1.8,8.195,12.155,105.24,-99.9
1.209,2.57,7.333,11.494,106.24,-99.9
1.196,1.96,7.421,11.517,115.24,-99.9
-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1.24,1.95,7.174,11.728,112.24,-99.9
1.176,1.96,7.161,12.899,110.24,-99.9
1.188,1.76,7.803,11.831,113.24,-99.9
1.155,1.99,7.406,11.527,110.24,-99.9
1.171,1.84,7.638,11.169,113.24,-99.9
1.055,1.93,6.934,11.726,113.24,-99.9
1.129,1.71,7.242,12.075,117.24,-99.9
1.096,1.63,7,10.283,103.24,-99.9
1.118,1.82,7.078,12.068,117.24,-99.9
1.184,2.49,7.147,10.94,112.24,-99.9
0.996,1.68,6.877,11.38,110.24,-99.9
1.174,1.81,7.432,10.82,113.24,-99.9
1.171,1.8,7.631,11.593,110.24,-99.9
1.162,2.05,7.488,11.457,106.24,-99.9
1.292,2,8.519,10.317,110.24,-99.9
1.054,1.55,7.747,10.814,106.24,-99.9
1.121,1.85,7.613,11.497,109.24,-99.9
1.265,1.92,8.143,11.962,108.24,-99.9
1.056,1.79,7.464,11.319,106.24,-99.9
1.179,1.91,7.784,11.521,106.24,-99.9
1.166,1.79,7.408,11.279,106.24,-99.9
1.198,1.75,7.532,10.962,101.24,-99.9
1.217,1.83,8.115,10.255,105.24,-99.9
1.129,1.89,7.72,11.376,105.24,-99.9
1.17,1.76,7.557,10.818,106.24,-99.9
1.203,1.92,7.935,11.085,105.24,-99.9
1.168,1.79,7.561,10.856,101.24,-99.9
1.104,1.7,7.763,10.428,106.24,-99.9
1.127,2.26,7.822,10.827,98.24,-99.9
1.187,1.97,8.011,11.348,102.24,-99.9
1.128,1.77,7.941,11.372,103.24,-99.9
0.987,1.78,7.688,10.837,99.24,-99.9
1.068,1.84,7.553,8.978,105.24,-99.9
0.933,1.45,7.33,10.222,103.24,-99.9
1.01,1.47,7.688,10.781,112.24,-99.9
0.963,1.59,7.319,10.832,101.24,-99.9
1.097,1.91,7.802,11.662,103.24,-99.9
1.104,2.49,7.934,11.468,103.24,-99.9
1.024,1.69,7.805,10.818,106.24,-99.9
1.028,2.07,7.863,10.847,108.24,-99.9
1.003,1.48,8.033,9.804,109.24,-99.9
0.942,1.39,7.728,10.999,112.24,-99.9
0.954,1.49,7.828,10.333,110.24,-99.9
1.05,1.56,8.094,10.787,106.24,-99.9
0.915,1.54,8.057,10.11,108.24,-99.9
1.011,1.99,8.412,11.382,105.24,-99.9
0.985,1.44,8.022,10.819,110.24,-99.9
0.932,1.71,8.142,10.283,106.24,-99.9
0.98,1.5,8.249,10.33,109.24,-99.9
0.922,1.4,8.346,11.325,109.24,-99.9
0.877,1.45,7.402,11.418,109.24,-99.9
0.924,1.44,6.453,11.406,115.24,-99.9
0.872,1.48,5.697,10.338,110.24,-99.9
0.861,1.59,5.278,10.981,124.24,-99.9
0.855,1.69,5.126,11.39,117.24,-99.9
0.975,1.69,5.504,11.393,109.24,-99.9
0.896,1.57,5.349,10.849,110.24,-99.9
0.895,1.4,5.759,10.553,122.24,-99.9
0.915,1.57,5.68,10.477,112.24,-99.9
0.968,1.5,5.951,10.941,115.24,-99.9
